,protein,total_fat,carbohydrates,label,name,food_energy,labels_names
0,0.75999999,0.090000004,5.119999886,16,"מי גבינה, חומצי, נוזלי",24.0,10.2 משקאות ממותקים בתחליפי סוכר 2 קבוצת הירקות 3 קבוצת הפירות
1,5.254734039,1.731351376,15.27007294,14,"בורגול, מבושל עם שעועית לבנה ועגבניות",112.2690506,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
2,1.029999971,4.380000114,6.889999866,31,חלב אם,70.0,לא סווג
3,3.299999952,3.0,4.599999905,31,"חלב 3% שומן, תנובה, טרה, הרדוף, יטבתה",60.0,לא סווג
4,3.0,1.0,4.599999905,2,"חלב 1% שומן בקרטון מועשר ויטמין A,D, וסידן ",42.0,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
5,3.200000048,3.0,4.599999905,31,"חלב 3% שומן, מועשר בסידן, תנובה,טרה,יטבתה",58.0,לא סווג
6,3.0,3.0,4.699999809,31,"חלב 3% שומן, מועשר בויטמינים B12, D,E, יטבתה",57.0,לא סווג
7,3.299999952,1.0,5.099999905,2,"חלב 1% שומן, תנובה, טרה, הרדוף, יטבתה",43.0,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
8,2.5,3.0,12.0,19,"משקה חלב בטעם וניל,3% שומן, טרה",85.80000305,לא סווג
9,3.200000048,2.0,4.900000095,31,"חלב 2% שומן, כולל דל לקטוז, תנובה",51.0,לא סווג
10,3.56,4.14,4.45,7,חלב עזים 4% שומן,69.0,6.1 מוצרי חלב לא ממותקים 6.4 קבוצת תחליפי חלב על בסיס קטניות- מוצרי סויה
11,3.0,3.700000048,4.699999809,13,"חלב עזים 3.7% שומן, צוריאל",66.0,לא סווג
12,6.0,7.0,5.400000095,7,חלב כבשים 7% שומן,108.0,6.1 מוצרי חלב לא ממותקים 6.4 קבוצת תחליפי חלב על בסיס קטניות- מוצרי סויה
13,3.099999905,3.0,4.699999809,31,חלב נאקות (גמלים),58.0,לא סווג
14,3.24000001,3.289999962,4.730000019,31,"חלב מיובש, מלא, משוחזר",61.0,לא סווג
15,35.09999847,0.720000029,52.18999863,1,"חלב מיובש דל שומן ,אבקה, ללא תוספת ויטמין A",358.0,1.8 מידגנים (Cereals)
16,11.72999954,0.540000021,73.44999695,1,"מי גבינה מיובשים, אבקה, DRIED WHEY",339.0,1.8 מידגנים (Cereals)
17,7.91,8.7,54.4,17,"חלב מרוכז, ממותק, לא מדולל",321.0,1.4 דברי מאפה (לחמים) מדגן לא מלא
18,3.299999952,4.5,3.5,7,"יוגורט 4.5% שומן, תנובה",68.0,6.1 מוצרי חלב לא ממותקים 6.4 קבוצת תחליפי חלב על בסיס קטניות- מוצרי סויה
19,4.400000095,3.0,4.599999905,31,"יוגורט ביו 3% שומן, תנובה",65.0,לא סווג
20,3.599999905,1.5,5.0,31,"יוגורט, 1.5% שומן, שלי, ריוויון , תנובה",48.0,לא סווג
21,4.0,3.0,7.0,31,"יוגורט של פעם 3% שומן, השומרון",71.0,לא סווג
22,2.900000095,1.899999976,17.39999962,14,"יוגורט 1.9% שומן  עם גרנולה ופירות ,פרילי טבע, תנובה",98.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
23,5.2,3.0,4.5,31,"יוגורט ביו  3% שומן,דנונה, שטראוס",70.0,לא סווג
24,3.799999952,3.0,18.20000076,14,"יוגורט ביו 3%, תות/אפרסק/שזיף/מנגו",115.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
25,4.800000191,0.0,4.900000095,2,"יוגורט פרי דיאט 0% פירות יער, דובדבן, מיקס פירות טרופי ",40.0,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
26,4.900000095,1.5,5.0,2,"יוגורט ביו 1.5% שומן,דנונה, שטראוס",53.0,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
27,4.199999809,0.0,5.0,2,"יוגורט, אקטיביה דיאט 0% שומן טבעי, פטל אוכמניות, שזיף מיובש",37.0,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
28,3.700000048,1.5,16.0,14,"יוגורט 1.5% שומן, אקטיביה, בטעם שזיף מיובש/פרי יבש/תות/אפרסק/פטל/גרנולה, דנונה",93.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
29,5.5,0.0,3.700000048,2,"יוגורט 0% שומן, יופלה, טבעי",37.0,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
30,2.900000095,3.5,4.5,13,"יוגורט לשתייה עם מלפפונים ,ציזיקי  3.5% שומן, גד",61.0,לא סווג
31,3.799999952,5.0,4.0,7,"יוגורט 5% שומן, מחלב בופאלו",78.0,6.1 מוצרי חלב לא ממותקים 6.4 קבוצת תחליפי חלב על בסיס קטניות- מוצרי סויה
32,2.900000095,0.200000003,5.099999905,2,"משקה יוגורט 0% שומן אקטימל דיאט,שטראוס",34.0,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
33,4.699999809,3.0,4.699999809,31,יוגורט 3% שומן תנובה,65.0,לא סווג
34,2.900000095,1.799999952,17.0,14,"משקה יוגורט 1.8% שומן, בטעמים, אקטימל, שטראוס",96.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
35,3.9,0.0,5.5,2,"יוגורט, דנונה דיאט 0% קפוצ'ינו, תות, אננס, אפרסק, דובדבן , משמש, רום צימוקים, מנגו , פטל",38.0,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
36,3.494400024,3.900000095,6.300000191,31,"יוגורט 3.9% שומן, מחלב עזים, צוריאל",74.68000031,לא סווג
37,3.2,0.1,6.5,16,"משקה יוגורט ביו 0%, תות, אננס,טרה",40.0,10.2 משקאות ממותקים בתחליפי סוכר 2 קבוצת הירקות 3 קבוצת הפירות
38,3.099999905,1.5,17.20000076,14,"משקה יוגורט ביו 1.5%, תות/מנגו/ בננה/תפוז,טרה",94.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
39,5.599999905,2.700000048,13.5,14,"יוגורט יופלה, 2.7% שומן עם גרנולה, תנובה",104.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
40,5.400000095,1.700000048,6.5,31,"יוגורט 1.7% שומן, מולר",63.0,לא סווג
41,3.599999905,7.0,3.5,7,"יוגורט 7%,תנובה",91.0,6.1 מוצרי חלב לא ממותקים 6.4 קבוצת תחליפי חלב על בסיס קטניות- מוצרי סויה
42,3.299999952,4.5,4.199999809,7,"לבן 4.5% שומן, אשל,תנובה",71.0,6.1 מוצרי חלב לא ממותקים 6.4 קבוצת תחליפי חלב על בסיס קטניות- מוצרי סויה
43,3.599999905,4.0,5.0,7,"יוגורט 4%  שומן, דנובה, תנובה",71.0,6.1 מוצרי חלב לא ממותקים 6.4 קבוצת תחליפי חלב על בסיס קטניות- מוצרי סויה
44,4.5,3.0,4.300000191,31,"יוגורט 3% שומן, אקטיביה, טבעי",62.0,לא סווג
45,4.0,3.0,16.70000076,14,"יוגורט 3% שומן, בטעם פאי תפוחים/תות בננה/בננה ואגוזים, שטראוס",112.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
46,3.0,3.0,4.0,13,"יוגורט 3% שומן, איירן , גד",55.0,לא סווג
47,3.599999905,3.0,16.89999962,14,"יוגורט 3% שומן, בטעמי פרי,שטראוס",109.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
48,5.599999905,5.0,9.899999619,19,"מעדן, גמדים, 5% שומן, גבינה לבנה עם מחית בננה, תות או משמש",105.0,לא סווג
49,3.049999952,3.0,3.849999905,13,"לבן 3% שומן, גיל,טרה, תנובה",56.0,לא סווג
50,2.183430433,2.610141277,2.183430433,13,לבן מבושל,41.0085907,לא סווג
51,4.599999905,4.0,16.20000076,14,"יוגורט 4% שומן עם קורנפלקס מצופה שוקולד, מולר מיקס, מולר",119.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
52,2.060072184,2.166847467,3.587172508,2,לבן מבושל עם בצל,42.56549454,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
53,3.599999905,3.5,3.700000048,7,"יוגורט עזים מלא 4% שומן, הרדוף",65.0,6.1 מוצרי חלב לא ממותקים 6.4 קבוצת תחליפי חלב על בסיס קטניות- מוצרי סויה
54,4.5,1.5,4.199999809,2,"יוגורט אקטיביה 1.5%, שטראוס",48.0,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
55,2.900000095,3.0,12.60000038,19,"לבן בטעם אפרסק/תות 3% שומן, יטבתה",87.0,לא סווג
56,4.4,0.0,4.4,2,"יוגורט מתוק, דיאט 0% שומן, יופלה, טעמים שונים, תנובה",39.0,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
57,4.5,5.0,15.60000038,14,"יוגורט, יופלה שטוזים גבינה מוקצפת 5% שומן, טעמים שונים,תנובה",125.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
58,4.800000191,0.200000003,4.800000191,2,"יוגורט ביופרו 0% שומן, שטראוס",40.0,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
59,4.0,3.0,15.30000019,14,"יוגורט מתוק 3% שומן, טעמים שונים ,יופלה , תנובה",109.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
60,5.1,1.5,3.7,2,"יוגורט יופלה לבן,1.5% שומן, תנובה",49.0,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
61,4.9,1.5,10.0,19,"יוגורט יופלה לבן, 1.5% שומן, במתיקות מעודנת, תנובה",75.0,לא סווג
62,5.300000191,3.0,4.0,7,"יוגורט 3% שומן, מעודן , כולל שלי קלסיק/ יופלה, תנובה",64.0,6.1 מוצרי חלב לא ממותקים 6.4 קבוצת תחליפי חלב על בסיס קטניות- מוצרי סויה
63,3.0,1.5,19.5,14,"יוגורט מתוק 1.5% שומן, פרילי, פריגורה,  תנובה",103.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
64,8.0,9.0,3.5,29,"לאבנה 9% שומן, מחלב בקר, פיראוס, תנובה",127.0,ביצים 7
65,6.536810875,8.913832664,6.932981014,7,"לאבנה ביתית, חלב בקר, 9% שומן",134.6979218,6.1 מוצרי חלב לא ממותקים 6.4 קבוצת תחליפי חלב על בסיס קטניות- מוצרי סויה
66,9.5,5.0,2.0,29,"לאבנה מחלב עזים 5% שומן, גד",91.0,ביצים 7
67,9.0,11.0,7.800000191,9,"לאבנה מחלב בקר 5% שומן, עם שמן זית /זעתר,גד",166.0,מוצרי חלב דל שומן
68,8.899999619,9.0,1.100000024,29,"לאבנה 9% שומן, מחלב בופאלו, כדורים בשמן זית",121.0,ביצים 7
69,4.775,4.625,16.45,14,"יוגורט מתוק 3% שומן, בתוספת בר גרנולה/קורנפלקס,שטראוס",126.75,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
70,5.800000191,6.400000095,33.20000076,20,"גלידת יוגורט, קפוא, טעמים שונים, בן & ג'ריס",190.0,1.3 דגנים לא מלאים
71,2.5,1.5,14.60000038,14,"משקה יוגורט, 1.5% שומן, בטעם פירות, דנונה, שטראוס",82.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
72,2.799999952,2.0,11.10000038,19,"משקה חלב 2% שומן, אייס קפה/מוקה, יטבתה, תנובה",72.0,לא סווג
73,3.599999905,0.0,5.300000191,2,"משקה חלב 0% שומן, שוקו דיאט, יטבתה",39.0,10.4.1 משקאות אלכוהוליים לא מתוקים 10.4.2 משקאות אלכוהוליים שמכילים פחמימות 6.3 קבוצת מוצרי חלב ממותקים בתחליפי סוכר- כל הדיאט משקה אנרגיה
74,3.1,1.5,7.2,31,"משקה חלב 1.5% שומן, שוקו, יטבתה",53.0,לא סווג
75,3.200000048,0.5,7.800000191,31,"משקה חלב 0% שומן, דיאט ,שוקו ,תנובה",45.0,לא סווג
76,2.599999905,3.0,10.5,19,"משקה חלב בטעם בננה, 2% שומן ,תנובה,יטבתה",79.0,לא סווג
77,3.200000048,3.0,7.5,31,"משקה חלב בטעם וניל,3% שומן, מועשר בסידן ויטמן D,תנובה",72.0,לא סווג
78,1.92523694,1.610199451,9.598927498,19,מילקשייק פירות על בסיס חלב 3% שומן,62.63341522,לא סווג
79,2.299999952,0.200000003,10.5,28,"משקה חלב, מטרנה BIG, בטעמים, מוכן לשתייה",53.0,10.1 משקאות ממותקים בסוכר 10.3 משקאות אורז/ שיבולת שועל
80,3.099999905,1.7,5.0,31,"משקה חלב,שוקו 2% שומן, תנובה",50.0,לא סווג
81,3.0,2.0,13.69999981,19,"משקה חלב 2% שומן, מילקשייק, טעמים שונים, יטבתה",85.0,לא סווג
82,3.099999905,1.799999952,17.0,14,"מילקשייק וניל/תות/שוקו, מקדונלדס",109.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
83,5.099999905,4.5,19.29999924,14,"משקה עתיר קלוריות וחלבון, EASY DRINK, איזיליין",138.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
84,4.400000095,3.5,15.10000038,14,"תמ""י, תחליף לארוחה, נוזלי, בתוספת סיבים, EASY FIBER",110.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
85,4.420000076,3.460000038,15.39999962,14,"תמ""י, תחליף לארוחה נוזלי,JEVITY",106.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
86,4.5,3.5,14.39999962,14,"תמ""י, תחליף לארוחה נוזלי,OSMOLITE",106.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
87,6.269999981,9.380000114,10.52999973,19,"תמ""י, תחליף לארוחה נוזלי,PULMOCARE",150.0,לא סווג
88,6.269999981,9.380000114,10.52999973,19,"תמ""י, תחליף לארוחה נוזלי,OXEPA",150.0,לא סווג
89,4.519999981,9.699999809,18.53000069,8,תחליף לארוחה נוזלית NEPRO LP,182.0,לא סווג
90,4.199999809,5.400000095,9.600000381,19,"תמ""י, תחליף לארוחה נוזלי,GLUCERNA",100.0,לא סווג
91,6.800000191,3.799999952,17.70000076,14,"תמ""י, תחליף לארוחה נוזלי,PERATIVE",130.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
92,5.269999981,1.5,16.39999962,14,"תמ""י, תחליף לארוחה נוזלי, ALITRAQ",100.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
93,8.0,10.39999962,19.60000038,8,"תמ""י, תחליף נוזלי לארוחה  ,NUTREN 2.0, מגאפארם",200.0,לא סווג
94,1.700000048,3.5,7.599999905,31,"תמ""ל, אנפמיל1, AR , ANTIREFLUX ,מוכן,  פרמהבסט",69.0,לא סווג
95,1.899999976,4.0,7.599999905,31,"תמ""ל, Extracare sensitive, לפגים,מטרנה, מוכן עם מים",74.0,לא סווג
96,2.799999952,5.0,11.0,19,"תמ""י,תחליף לארוחה נוזלי,PEDIASURE",100.0,לא סווג
97,1.700000048,3.700000048,7.0,31,"תמ""ל, איזומיל, סימילאק, מוכן",68.0,לא סווג
98,1.899999976,3.400000095,7.5,31,"תמ""ל, מטרנה צמחית, עד גיל שנה, מוכן",68.0,לא סווג
99,1.600000024,3.5,7.300000191,31,"תמ""ל, מטרנה מהדרין ספיישל, דל לקטוז, מוכן",67.0,לא סווג
100,11.0,25.29999924,58.5,30,"תמ""ל, מטרנה לילה טוב, אבקה יבשה",506.0,9. קבוצת הסוכרים
101,1.450000048,3.299999952,7.699999809,31,"תמ""ל, מטרנה לילה טוב, בהכנה סמיכה",67.0,לא סווג
102,11.0,26.5,58.0,30,"תמ""ל, מטרנה חלבי שלב 1,כולל מהדרין, אבקה יבשה , מטרנה",512.0,9. קבוצת הסוכרים
103,11.5,26.5,57.0,0,"תמ""ל, מטרנה חלבי שלב 2, כולל מהדרין, אבקה יבשה, מטרנה",504.0,לא סווג
104,12.0,21.0,61.0,6,"תמ""ל, מטרנה חלבי שלב 3, כולל מהדרין ,אבקה יבשה, מטרנה",481.0,1.6 דברי מאפה מלוחים 1.7 דברי מאפה מתוקים
105,14.0,25.0,56.0,0,"תמ""ל, מטרנה צמחית עד גיל שנה, אבקה יבשה",505.0,לא סווג
106,1.799999952,3.200000048,8.0,31,"תמ""ל, מטרנה צמחית, מגיל שנה ואילך, מוכן",68.0,לא סווג
107,13.0,23.0,58.0,0,"תמ""ל, מטרנה צמחית, מגיל שנה ואילך, אבקה",489.0,לא סווג
108,4.599999905,1.779999971,12.39999962,19,"תמ""י, PHENYLFREE 2, נוזלי, פרמהבסט",85.0,לא סווג
109,1.399999976,2.799999952,9.100000381,19,"תמ""י,MSUD רגיל",68.0,לא סווג
110,1.700000048,3.400000095,10.89999962,19,"תמ""י,MSUD מרוכז",81.0,לא סווג
111,10.30000019,27.20000076,57.09999847,30,"תמ""י, GALACTOMIN 19, אבקה, מגאפארם",514.0,9. קבוצת הסוכרים
112,1.909999967,3.400000095,7.5,31,"תמ""ל, ליפיל  NUTRAMIGEN 1 LGG, מוכן, פרמהבסט",68.0,לא סווג
113,1.899999976,3.799999952,6.900000095,31,"תמ""ל,  PREGESTIMIL LIPIL, נוזלי, פרמהבסט",67.59999847,לא סווג
114,2.5,3.5,14.60000038,14,"תמ""י,תחליף לארוחה נוזלי,NEOCATE ADVANCE",100.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
115,1.399999976,3.700000048,7.400000095,31,"תמ""ל, סימילאק טופ 1, מוכן, כולל מהדרין",68.0,לא סווג
116,2.799999952,3.599999905,7.5,31,"תמ""ל, סימילאק טופ 2/טופ 3, מוכן",73.80000305,לא סווג
117,1.899999976,4.099999905,7.699999809,31,"תמ""ל, סימילאק NEOSURE, מוכן",74.0,לא סווג
118,3.0,4.960000038,11.0,19,"תמ""י,NUTREN JUNIOR, תחליף נוזלי לארוחה, מגאפארם",100.0,לא סווג
119,3.0,4.960000038,11.0,19,"תמ""י,NUTREN JUNIOR WITH FIBER, תחליף נוזלי לארוחה, מגאפא",100.0,לא סווג
120,3.0,3.839999914,13.60000038,19,"תמ""י,PEPTAMEN JUNIOR, תחליף נוזלי לארוחה, מגאפארם",100.0,לא סווג
121,4.0,3.920000076,12.72000027,19,"תמ""י, PEPTAMEN, תחליף נוזלי לארוחה, וניל, מגאפארם",100.0,לא סווג
122,26.31999969,26.70999908,38.41999817,0,"חלב מיובש, מלא, אבקה",496.0,לא סווג
123,36.15999985,0.769999981,51.97999954,1,"חלב מיובש, כחוש, ללא תוספת ויטמין A, לא משוחזר",362.0,1.8 מידגנים (Cereals)
124,6.670000076,4.0,80.02999878,22,"שוקו, אבקה יבשה עם סוכר וחלב מיובש",398.0,לא סווג
125,4.5,2.5,90.0,12,"שוקו, אבקה ממותקת להכנת משקה שוקולית, עלית",400.0,לא סווג
126,15.48999977,3.0,64.43000031,1,"קקאו, אבקה עם ממתיק דל קלוריות וחלב כחוש מיובש",377.0,1.8 מידגנים (Cereals)
127,16.0,1.299999952,73.40000153,1,"משקה חלב, מטרנה BIG, בטעמים, אבקה יבשה ",372.0,1.8 מידגנים (Cereals)
128,1.100714326,1.043214202,4.586428642,16,שוקו ממכונה,32.0,10.2 משקאות ממותקים בתחליפי סוכר 2 קבוצת הירקות 3 קבוצת הפירות
129,19.60000038,13.69999981,24.70000076,24,"קקאו, אבקה, ללא חלב מיובש",228.0,לא סווג
130,3.920000076,2.680000067,85.98999786,12,"שוקו, אבקה עם סוכר להכנת משקה בטעם קקאו",402.0,לא סווג
131,15.48999977,3.0,71.93000031,1,"שוקו, אבקה עם ממתיק ללא קלוריות, בטעם קקאו או שוקו",377.0,1.8 מידגנים (Cereals)
132,20.0,10.0,40.0,21,"קקאו, אבקה לא ממותקת, 10% שומן, סגנון אירופאי",410.0,1.2 דברי מאפה (לחמים) מדגן מלא
133,31.0,1.0,56.0,1,"תוסף חלבון, אבקה יבשה, כולל MERITENE",355.0,1.8 מידגנים (Cereals)
134,22.0,25.0,49.0,0,"תחליף לארוחה, EASY SHAKE, ללא סוכרוז, אבקה, איזיליין",509.0,לא סווג
135,7.199999809,8.0,25.0,8,"תחליף או תוסף לארוחה, EASYMEALK2, נוזלי, איזיליין",200.0,לא סווג
136,0.0,0.0,93.0,12,"תוסף לארוחה, EASY THICKENER, נוזלי, איזיליין",320.0,לא סווג
137,75.0,4.5,15.0,18,"תוסף חלבון, EASY WHEY, אבקה יבשה, איזיליין ",393.0,לא סווג
138,0.0,0.0,94.0,12,"תחליף או תוסף לארוחה, אבקה  עתירת קלוריות, EASY CALORIE",380.0,לא סווג
139,2.299999952,15.0,4.199999809,7,"שמנת לבישול 15% שומן, תנובה",161.0,6.1 מוצרי חלב לא ממותקים 6.4 קבוצת תחליפי חלב על בסיס קטניות- מוצרי סויה
140,1.899999976,38.0,3.0,27,"שמנת מתוקה 38% שומן, לקצפת, כולל עמידה,תנובה, יטבתה, טרה",360.0,לא סווג
141,1.519999981,30.39999962,22.35400009,27,"קצפת 38%  שומן, ממותקת, מוכנה",365.7999878,לא סווג
142,1.899999976,32.0,3.200000048,27,"שמנת מתוקה 32% שומן, לקצפת, השף הלבן,תנובה",324.0,לא סווג
143,0.800000012,3.5,9.100000381,19,"תחליף שמנת קל 3.5%  שומן, נוזלי, לקפה, כולל ריצ'",71.0,לא סווג
144,0.400000006,25.0,19.0,27,"קצפת צמחית 25%  שומן, ריצ'",301.0,לא סווג
145,4.789999962,35.47999954,54.88000107,11,"מלבין קפה באבקה, ללא חלב, כולל CREMORA.COFFEEMATE",545.0,לא סווג
146,0.716039598,31.0,66.0,30,"מלבין קפה, חלבית, עלית",543.0,9. קבוצת הסוכרים
147,0.0,20.0,22.0,8,"קצפת צמחית 20%  שומן, השף הלבן",268.0,לא סווג
148,3.400000095,9.0,4.599999905,7,"שמנת חמוצה 9% שומן, תנובה",113.0,6.1 מוצרי חלב לא ממותקים 6.4 קבוצת תחליפי חלב על בסיס קטניות- מוצרי סויה
149,2.700000048,15.0,3.299999952,25,"שמנת חמוצה 15% שומן, טרה, תנובה",159.0,לא סווג
150,2.299999952,27.0,4.0,27,"שמנת חמוצה 27%  שומן, שמנת של פעם, תנובה",268.0,לא סווג
151,3.0,12.133,21.0,8,"גלידה עשירה ,ברי נייס/צרי גרסיה, וניל, בן & ג'ריס",202.333,לא סווג
152,4.05,14.1,28.313,4,"גלידת ריבת חלב/שוקולד/שוקולד בראוניס/קפה, בן & ג'ריס  ",258.375,לא סווג
153,4.749753475,30.52962494,15.70932579,27,גלידת שמנת ביתית,355.0739441,לא סווג
154,3.299999952,9.699999809,27.20000076,8,"גלידה בשומן צמחי, וניל עם תוספות, נסטלה/שטראוס/פלדמן",209.0,לא סווג
155,3.5,16.20000076,22.29000092,8,"גלידה עשירה, כל הטעמים מלבד שוקולד, כולל בן & ג'ריס",249.0,לא סווג
156,4.0,10.89999962,24.70000076,8,"גלידת שמנת כל הטעמים מלבד שוקולד, שטראוס, נסטלה JOYA",213.0,לא סווג
157,4.72,16.98,19.85,8,"גלידה עשירה, בטעם שוקולד, כולל בן & ג'ריס ,האגן דאז",255.0,לא סווג
158,4.400000095,12.30000019,28.39999962,8,"גלידה בשומן צמחי, וניל שוקו קראנץ', נסטלה",243.0,לא סווג
159,0.5,9.399999619,24.39999962,8,"גלידה בשומן צמחי, וניל, נסטלה/שטראוס/פלדמן",197.0,לא סווג
160,3.299999952,14.80000019,26.79999924,4,"גלידה בשומן צמחי, עוגה, שוקולד וניל, פנטסיה, שטראוס",254.0,לא סווג
161,2.599999905,6.599999905,33.70000076,20,"גלידת שמנת בטעם שוקולד שטראוס CARTE D'OR, נסטלה JOYA",205.0,1.3 דגנים לא מלאים
162,3.799999952,20.79999924,35.70000076,4,"גלידה, חטיף בשומן צמחי וניל, בציפוי שוקולד, גלידונית, שטראוס",345.0,לא סווג
163,2.599999905,2.5,15.39999962,14,"גלידה, שלגון, מיני וניל עם עוגיות, לייט, שטראוס",109.0,1.1 דגנים מלאים 1.5 ירקות עמילניים 6.2 מוצרי חלב ממותקים בסוכר
164,1.200000048,1.200000048,24.60000038,20,"שלגון יוגורט עם שרבט, שייק פרי יוגורט, טעמים שונים, פלדמן",114.0,1.3 דגנים לא מלאים
165,1.799999952,10.57929611,24.29999924,8,"גלידה בשומן צמחי פרווה, שוקו טעמים שונים, שטראוס",208.0,לא סווג
166,4.6,22.3,32.5,4,"שלגון שמנת שוקולד בציפוי שוקולד, מגנום/ג'ויה, שטראוס,נסטלה",349.0,לא סווג
167,4.0,23.20000076,25.29999924,4,"גלידה, חטיף קפוא, שוקולד/קוקוס/וניל, בציפוי שוקולד, פלדמן",327.0,לא סווג
168,4.400000095,21.5,37.79999924,4,"שלגון שוקו עם ליבת שוקולד, ציפוי שוקולד, שוקובו, שטראוס",362.0,לא סווג
169,4.5,22.89999962,26.39999962,4,"שלגון בטעם וניל בציפוי המכיל שוקולד, שומן צמחי,רולר, נסטלה",330.0,לא סווג
170,4.800000191,25.20000076,43.09999847,11,"גלידה אישית, טילון מגנום שמנת, טעמים שונים, שטראוס",418.0,לא סווג
